source_id	station_code	source_station_name	canonical_name	sequence_hint
AR:A1:all	A04	디지털미디어시티	디지털미디어시티	4
AR:A1:all	A042	마곡나루	마곡나루	5
AR:A1:all	A05	김포공항	김포공항	6
AR:A1:all	A06	계양	계양	7
AR:A1:all	A07	검암	검암	8
AR:A1:all	A071	청라국제도시	청라국제도시	9
AR:A1:all	A072	영종	영종	10
AR:A1:all	A08	운서	운서	11
AR:A1:all	A09	공항화물청사	공항화물청사	12
AR:A1:all	A10	인천공항1터미널	인천공항1터미널	13
AR:A1:all	A11	인천공항2터미널	인천공항2터미널	14
DX:D1:all	4305	논현	논현	1
DX:D1:all	4306	신논현	신논현	2
DX:D1:all	4307	강남	강남	3
DX:D1:all	4308	양재(서초구청)	양재	4
DX:D1:all	4309	양재시민의숲(매헌)	양재시민의숲	5
DX:D1:all	4310	청계산입구	청계산입구	6
DX:D1:all	4311	판교(판교테크노밸리)	판교	7
DX:D1:all	4312	정자	정자	8
DX:D1:all	4316	성복	성복	9
DX:D1:all	4317	상현	상현	10
DX:D1:all	4318	광교중앙(아주대)	광교중앙	11
DX:D1:all	4319	광교(경기대)	광교	12
DX:D1:all	D04	신사	신사	13
DX:D1:all	D13	미금(분당서울대병원)	미금	14
DX:D1:all	D14	동천	동천	15
DX:D1:all	D15	수지구청	수지구청	16
IC:I1:all	107	검단호수공원	검단호수공원	1
IC:I1:all	108	신검단중앙	신검단중앙	2
IC:I1:all	109	아라	아라	3
IC:I1:all	110	계양	계양	4
IC:I1:all	111	귤현	귤현	5
IC:I1:all	112	박촌	박촌	6
IC:I1:all	113	임학	임학	7
IC:I1:all	114	계산	계산	8
IC:I1:all	115	경인교대입구	경인교대입구	9
IC:I1:all	116	작전	작전	10
IC:I1:all	117	갈산	갈산	11
IC:I1:all	118	부평구청	부평구청	12
IC:I1:all	119	부평시장	부평시장	13
IC:I1:all	120	부평	부평	14
IC:I1:all	121	동수	동수	15
IC:I1:all	122	부평삼거리	부평삼거리	16
IC:I1:all	123	간석오거리	간석오거리	17
IC:I1:all	124	인천시청	인천시청	18
IC:I1:all	125	예술회관	예술회관	19
IC:I1:all	126	인천터미널	인천터미널	20
IC:I1:all	127	문학경기장	문학경기장	21
IC:I1:all	128	선학	선학	22
IC:I1:all	129	신연수	신연수	23
IC:I1:all	130	원인재	원인재	24
IC:I1:all	131	동춘	동춘	25
IC:I1:all	132	동막	동막	26
IC:I1:all	133	캠퍼스타운	캠퍼스타운	27
IC:I1:all	134	테크노파크	테크노파크	28
IC:I1:all	135	지식정보단지	지식정보단지	29
IC:I1:all	136	인천대입구	인천대입구	30
IC:I1:all	137	센트럴파크	센트럴파크	31
IC:I1:all	138	국제업무지구	국제업무지구	32
IC:I1:all	139	송도달빛축제공원	송도달빛축제공원	33
IC:I2:all	201	검단오류	검단오류	1
IC:I2:all	202	왕길	왕길	2
IC:I2:all	203	검단사거리	검단사거리	3
IC:I2:all	204	마전	마전	4
IC:I2:all	205	완정	완정	5
IC:I2:all	206	독정	독정	6
IC:I2:all	207	검암	검암	7
IC:I2:all	208	검바위	검바위	8
IC:I2:all	209	아시아드경기장	아시아드경기장	9
IC:I2:all	210	서구청	서구청	10
IC:I2:all	211	가정	가정	11
IC:I2:all	212	가정중앙시장	가정중앙시장	12
IC:I2:all	213	석남	석남	13
IC:I2:all	214	서부여성회관	서부여성회관	14
IC:I2:all	215	인천가좌	인천가좌	15
IC:I2:all	216	가재울	가재울	16
IC:I2:all	217	주안국가산단	주안국가산단	17
IC:I2:all	218	주안	주안	18
IC:I2:all	219	시민공원	시민공원	19
IC:I2:all	220	석바위시장	석바위시장	20
